champion,about,text,impact
Akali,Twilight Shroud,Maximum duration reduced to 7 / 7.5 / 8 / 8.5 / 9 seconds from 8 / 8.5 / 9 / 9.5 / 10.,1.0
Akali,Twilight Shroud,Cooldown increased to 25 / 22 / 19 / 16 / 13 seconds from 21 / 19 / 17 / 15 / 13.,-1.0
Ashe,General,New visual effects.,-2.0
Ashe,General,Basic attack made more frosty with an updated arrow model.,-2.0
Ashe,Frost Shot,More frosty and cool.,-2.0
Ashe,Ranger's Focus,More frosty and cool.,-2.0
Ashe,Volley,Cleaned up unnecessary noise and created a sharper projectile.,-2.0
Ashe,Hawkshot,Updated hawk model.,-2.0
Ashe,Enchanted Crystal Arrow,Brand new arrow model that indicates a clearer hitbox.,-2.0
Blitzcrank,General,New visual effects.,-2.0
Blitzcrank,General,New basic attack hit effects.,-2.0
Blitzcrank,Mana Barrier,Shield strength changed to 30% of his maximum mana from 50% of his current mana.,1.0
Blitzcrank,Mana Barrier,Clean up shield effect.,1.0
Blitzcrank,Rocket Grab,VFX updated to show the actual width and distance of the hook that is more consistent with the hitbox and cleaned up with a small cast effect.,-2.0
Blitzcrank,Overdrive,VFX is now more sparky.,-2.0
Blitzcrank,Power Fist,VFX now has more of a static shock with an uppercut hit effect.,-2.0
Blitzcrank,Static Field,Detonation base damage reduced to 150 / 275 / 400 from 250 / 375 / 500.,1.0
Blitzcrank,Static Field,"New Passive Effect: While Static Field is off-cooldown, lightning charges Blitzcrank's fists, marking enemies he basic attacks, stacking up to 2 times. After every 1 second, 1 mark is consumed to deal 50 / 100 / 150 (+30% AP) magic damage to marked enemies.",-1.0
Blitzcrank,Static Field,"Removed Passive Effect: While Static Field is off-cooldown and Blitzcrank is in combat, he fires a lightning bolt at a random visible enemy within a 450 radius every 2.5 seconds, dealing 100 / 200 / 300 (+20% AP) magic damage.",-1.0
Blitzcrank,Static Field,VFX updated to show the actual range and clean up the electricity on Blitzcrank's body.,-2.0
Blitzcrank,Rusty Blitzcrank,VFX updated to be more rusty.,-2.0
Blitzcrank,Piltover Customs Blitzcrank, Overdrive,-2.0
Blitzcrank,Piltover Customs Blitzcrank,Recolored effects and cleaned up.,-2.0
Blitzcrank,iBlitzcrank, Rocket Grab,-2.0
Blitzcrank,iBlitzcrank,VFX cleaned up.,-2.0
Blitzcrank,iBlitzcrank, Overdrive,-2.0
Blitzcrank,iBlitzcrank,Added jetpacks to his run animation.,-2.0
Blitzcrank,Battle Boss Blitzcrank, Static Field,-2.0
Blitzcrank,Battle Boss Blitzcrank,Added a hint of red.,-2.0
Blitzcrank,Lancer Rogue Blitzcrank, Static Field,-2.0
Blitzcrank,Lancer Rogue Blitzcrank,Cleaned up noise.,-2.0
Blitzcrank,Lancer Paragon Blitzcrank, Static Field,-2.0
Blitzcrank,Lancer Paragon Blitzcrank,Cleaned up noise.,-2.0
Caitlyn,General,New visual effects.,-2.0
Caitlyn,General,Basic attack cleaned up noise and added new hit impacts.,-2.0
Caitlyn,Headshot,Brand new headshot missile and effects for better readability.,-2.0
Caitlyn,Piltover Peacemaker,"Cleaned up noise, added a width indicator for clarity, and updated hit effects.",-2.0
Caitlyn,Yordle Snap Trap,Reduced activation noise and cleaned up root effect.,-2.0
Caitlyn,Yordle Snap Trap,Updated ally traps as well to glow blue.,-2.0
Caitlyn,90 Caliber Net,Cleaned up and now more accurately represents the width of the missile.,-2.0
Caitlyn,Ace in the Hole,"Reduced the target effect's noise, improved the timing, and added new cast, missile, and hit effects.",-2.0
Caitlyn,Headhunter Caitlyn,Cleaned up the projectiles.,-2.0
Caitlyn,Headhunter Caitlyn, Piltover Peacemaker,-2.0
Caitlyn,Headhunter Caitlyn,Added the width indicator.,-2.0
Caitlyn,Lunar Wraith Caitlyn,Cleaned up the projectiles,-2.0
Caitlyn,Lunar Wraith Caitlyn, Piltover Peacemaker,-2.0
Caitlyn,Lunar Wraith Caitlyn,Adjusted the width to match the new base.,-2.0
Caitlyn,Lunar Wraith Caitlyn, Ace in the Hole,-2.0
Caitlyn,Lunar Wraith Caitlyn,Cleaned up charging and hit effects.,-2.0
Darius,Decimate,Healing increased to 15% - 45% (based on enemy champions hit by the blade) missing health from 12% - 36% (based on enemy champions hit by the blade).,1.0
Darius,Decimate,Blade base damage increased to 50 / 80 / 110 / 140 / 170 from 40 / 70 / 100 / 130 / 160.,1.0
Ekko,Stats,Base attack damage increased to 58 from 55.,1.0
Ekko,Phase Dive,Mana cost reduced to 40 / 45 / 50 / 55 / 60 from 40 / 50 / 60 / 70 / 80.,-1.0
Hecarim,Rampage,Damage amplification per stack reduced to 5% from 10%.,1.0
Hecarim,Devastating Charge,Minimum base damage reduced to 45 / 75 / 105 / 135 / 165 from 45 / 80 / 115 / 150 / 185.,1.0
Hecarim,Devastating Charge,Maximum base damage reduced to 90 / 150 / 210 / 270 / 330 from 90 / 160 / 230 / 300 / 370.,1.0
Irelia,Frostblade Irelia,Bug Fix: Fixed a bug where her moving blades did not play sounds during her Golden Chroma respawn animation.,0.0
Jarvan IV,Stats,Base health reduced to 570 from 571.2.,1.0
Jarvan IV,Stats,Base mana reduced to 300 from 302.2.,1.0
Jarvan IV,Stats,Base mana regeneration reduced to 6.5 from 6.756.,1.0
Jarvan IV,Golden Aegis,Bonus shield per champion reduced to 1.5% of his Jarvan IV's maximum health at all ranks from 2 / 2.25 / 2.5 / 2.75 / 3%.,1.0
Jarvan IV,Demacian Standard,Cooldown increased to 12 seconds from 11.,-1.0
Jax,General,New visual effects.,-2.0
Jax,General,Basic attack cleaned up and added some oomph.,-2.0
Jax,Leap Strike,Cleaned up for readability.,-2.0
Jax,Empower,Activation made more visible and fire added to his lamppost.,-2.0
Jax,Counter Strike,Cleaned up and added an indicator for the stun range.,1.0
Jax,Grandmaster's Might,"Cleaned up, added sand particles, and made the third hit more clear and satisfying.",-2.0
Jax,Nemesis Jax,New particles over the entire kit.,-2.0
Jax,God Staff Jax, Counter Strike,-2.0
Jax,God Staff Jax,Added stun range indicator to match changes to base.,1.0
Kayle,Divine Judgment,Bug Fix: Fixed a bug where she would sometimes freeze when casting her Divine Judgment and then teleport to a new location.,0.0
Kayn,Umbral Trespass,"Bug Fix: When reactivated quickly, his model no longer appears before Umbral Trespass completes.",0.0
Kennen,Lightning Rush,Removed: No longer grants 10 / 20 / 30 / 40 / 50 bonus armor and magic resistance while active.,1.0
Kennen,Slicing Maelstrom,new Effect: Now grants 20 / 40 / 60 bonus armor and magic resistance for the duration.,1.0
Kindred,Mark of the Kindred,First mark increased to 3:15 from 2:05.,-1.0
LeBlanc,Sigil of Malice,Bug Fix: Casting Sigil of Malice or  Mimic Sigil of Malice and  Distortion in quick succession no longer sometimes fail to trigger her mark.,0.0
LeBlanc,Elderwood LeBlanc and  Ravenborn LeBlanc, Mimic,-2.0
LeBlanc,Elderwood LeBlanc and  Ravenborn LeBlanc,Bug Fix: No longer incorrectly use base skin Mimic.,0.0
Lissandra,Ring of Frost,Base damage increased to 70 / 105 / 140 / 175 / 210 from 70 / 100 / 130 / 160 / 190.,1.0
Lissandra,Ring of Frost,AP ratio increased to 50% AP from 30% AP.,1.0
Maokai,Bramble Smash,Base damage increased to 70 / 115 / 160 / 205 / 250 from 65 / 105 / 145 / 185 / 225.,1.0
Morgana,Black Shield,Cooldown increased to 26 / 24 / 22 / 20 / 18 seconds from 23 / 21 / 19 / 17 / 15.,-1.0
Morgana,Black Shield,Base shield strength reduced to 60 / 120 / 180 / 240 / 300 from 70 / 140 / 210 / 280 / 350.,1.0
Rakan,Stats,Base health increased to 540 from 480.,1.0
Rakan,Stats,Base armor increased to 32 from 29.,1.0
Rakan,Stats,Base attack damage reduced to 62 from 70.,1.0
Rakan,Stats,Base magic resistance increased to 32.1 from 30.,1.0
Rakan,Stats,Magic resistance growth increased to 1.25 from 0.5.,1.0
Rakan,Grand Entrance,Dash speed increased to 1700 from 1500.,1.0
Rakan,The Quickness,New Effect: Can no longer cast  Grand Entrance or  Flash during the first 0.5 seconds of The Quickness.,-1.0
Rakan,The Quickness,"New Effect: While active, can now buffer  Grand Entrance.",1.0
Rek'Sai,Stats,Base attack damage reduced to 64 from 65.5.,1.0
Rek'Sai,Stats,Attack damage growth reduced to 3 from 3.35.,1.0
Rek'Sai,Prey Seeker,Cooldown increased from 12 / 11.5 / 11 / 10.5 / 10 seconds from 11 / 10 / 9 / 8 / 7.,-1.0
Rek'Sai,Furious Bite,Base damage reduced to 50 / 60 / 70 / 80 / 90 from 55 / 65 / 75 / 85 / 95.,1.0
Renekton,General,New sound effects.,-2.0
Renekton,Reign of Anger,Made his growl cleaner and the cast punchier.,-2.0
Renekton,Cull the Meek,Emphasize the blade sounds when it hits on the target.,-2.0
Renekton,Ruthless Predator,"Added more ""shwing"" and cleaned up the sounds.",-2.0
Renekton,Slice and Dice,Made punchier.,-2.0
Renekton,Dominus,Added more debris sounds and cleaned up on unnecessary sounds.,-2.0
Shaco,Jack in the Box,"New Effect:  Oracle Lens,  Control Wards, and  Duskblade of Draktharr's Blackout now reveal boxes rather than trigger them.",-1.0
Shaco,Jack in the Box,New Effect: Jack in the Boxes now have small activation range indicators.,-2.0
Shen,Stats,Attack speed growth increased to 3% from 2%.,1.0
Shen,Shadow Dash,Bonus health ratio increased to 15% of his bonus health from 12%.,1.0
Soraka,Starcall,Cooldown changed to 8 / 7 / 6 / 5 / 4 seconds from 5 at all ranks.,-1.0
Soraka,Starcall,Rejuvenation duration increased to 5 seconds from 4.,1.0
Soraka,Starcall,Base self-healing increased to 60 / 80 / 100 / 120 / 140 from 56 / 64 / 72 / 80 / 88.,1.0
Soraka,Starcall,Self-healing AP ratio increased to 50% AP from 40% AP.,1.0
Soraka,Starcall,Base ally healing increased to 60 / 80 / 100 / 120 / 140 from 42 / 56 / 72 / 90 / 110.,1.0
Soraka,Starcall,Ally healing AP ratio increased to 50% AP at all ranks from 30 / 35 / 40 / 45 / 50% AP.,1.0
Soraka,Starcall,Ally Rejuvenation duration increased to 5 seconds at all ranks from 3 / 3.5 / 4 / 4.5 / 5.,1.0
Soraka,Starcall,"New Effect: Rejuvenation's heal over time on Soraka is now front loaded, healing more at the beginning of the effect and diminishing over the duration.",1.0
Soraka,Starcall,"Rejuvenation heals over 12 ticks, with the first 4 each healing for about 15% of the heal, the next 4 ticks for about 5.5% each, and the last 4 for about 4.5% each.",1.0
Soraka,Starcall,Base damage reduced to 60 / 95 / 130 / 165 / 200 from 70 / 110 / 150 / 190 / 230.,1.0
Soraka,Starcall,New Effect: Rejuvenation now grants 14 / 18 / 22 / 26 / 30% bonus movement that decays over the duration.,1.0
Soraka,Starcall,Removed: Rejuvenation no longer grants 10% bonus movement speed when not moving towards enemy champions.,1.0
Soraka,Astral Infusion,New Effect: Now shows the actual minimum cast health threshold.,1.0
Soraka,Equinox,Cooldown reduced to 20 / 19 / 18 / 17 / 16 seconds from 24 / 22 / 20 / 18 / 16.,-1.0
Soraka,Equinox,Mana cost increased to 70 / 75 / 80 / 85 / 90 from 70 at all ranks.,-1.0
Soraka,Equinox,Base damage reduced to 70 / 95 / 120 / 145 / 170 from 70 / 110 / 150 / 190 / 230.,1.0
Soraka,Wish,New Effect: Now shows how much Wish will heal low-health allies.,1.0
Sylas,Kingslayer,Base damage increased to 60 / 90 / 120 / 150 / 180 from 50 / 75 / 100 / 125 / 150.,1.0
Tahm Kench,Stats,Base health increased to 600 from 540.,1.0
Tahm Kench,Stats,Health growth reduced to 100 from 102.,1.0
Tahm Kench,Stats,Base movement speed increased to 345 from 335.,1.0
Tahm Kench,An Acquired Taste,Bonus magic damage changed to 1.5% of his maximum health at all levels from 1.25 / 1.5 / 1.75% (based on level).,1.0
Tahm Kench,Tongue Lash,Slow duration increased to 2 seconds from 1.5.,1.0
Tahm Kench,Tongue Lash,Cooldown changed to 8 / 7 / 6 / 5 / 4 seconds from 5 at all ranks.,-1.0
Tahm Kench,Tongue Lash,Missile range increased to 900 units from 800.,1.0
Tahm Kench,Tongue Lash,Slow strength increased to 50 / 55 / 60 / 65 / 70% from 30 / 40 / 50 / 60 / 70%.,1.0
Tahm Kench,Devour,New Effect: Now  slows for 95% and  grounds Tahm Kench if he devours an allied champion.,1.0
Tahm Kench,Devour,New Effect: Now refunds 50% of its mana cost on devouring an enemy.,-1.0
Tahm Kench,Devour,Mana cost increased to 100 from 60.,-1.0
Tahm Kench,Devour,Cooldown changed to 20 seconds at all ranks from 28 / 25 / 22 / 19 / 16.,-1.0
Tahm Kench,Devour,Projectile base damage reduced to 100 / 135 / 170 / 205 / 240 from 100 / 150 / 200 / 250 / 300.,1.0
Tahm Kench,Devour,Regurgitate damage changed to 100 / 135 / 170 / 205 / 240 (+5 / 7 / 9 / 11 / 13% (+2% per 100 AP) of target's maximum health) from 20 / 23 / 26 / 29 / 32% (+2% per 100 AP) of target's maximum health.,1.0
Tahm Kench,Thick Skin,Percent of grey health converted into healing increased to 20 / 25 / 30 / 35 / 40% from 15 / 20 / 25 / 30 / 35%.,1.0
Tahm Kench,Thick Skin,Damage converted to grey health increased to 80 / 85 / 90 / 95 / 100% from 70 / 75 / 80 / 85 / 90%.,1.0
Tahm Kench,Thick Skin,Mana cost reduced to 0 from 50.,-1.0
Tahm Kench,Abyssal Voyage,Range changed to 2500 / 5500 / 8500 units from 4500 / 5500 / 6500.,1.0
Tahm Kench,Abyssal Voyage,Cooldown increased to 140 / 130 / 120 seconds from 120 / 110 / 100.,-1.0
Taliyah,Weaver's Wall,Bug Fix: Toggle animation no longer permanently stays on the ability icon.,0.0
Volibear,Frenzy,Bonus attack speed per stack increased to 9 / 13 / 17 / 21 / 25% from 4 / 8 / 12 / 16 / 20%.,1.0
Volibear,Frenzy,Maximum bonus attack speed increased to 27 / 39 / 51 / 63 / 75% from 12 / 24 / 36 / 48 / 60%.,1.0
Yasuo,Steel Tempest,Bug Fix: Fixed a bug where it would have no cooldown during its combo with  Sweeping Blade when he switches his camera perspective.,0.0
Aatrox,Stats,Base armor increased to 38 from 33.,1.0
Aatrox,Stats,Health growth increased to 90 from 80.,1.0
Aatrox,Deathbringer Stance,Damage increased to 5% - 12% (based on level) of the target's maximum health from 5% - 10% (based on level).,1.0
Aatrox,The Darkin Blade,AD ratio increased to 60 / 65 / 70 / 75 / 80% AD from 55 / 60 / 65 / 70 / 75% AD.,1.0
Blitzcrank,Static Field,Bug Fix: Detonation damage increased to 250 / 375 / 500 from 150 / 275 / 400.,0.0
Rakan,Battle Dance,Bug Fix: Fixed a bug where mana cost was incorrect when used with  Xayah.,0.0
Amumu,Cursed Touch,Bonus true damage increased to 13% from 10%.,1.0
Amumu,Bandage Toss,Cooldown to reduced to 12 / 11 / 10 / 9 / 8 seconds from 16 / 14 / 12 / 10 / 8.,-1.0
Amumu,Bandage Toss,"New Effect: Now follows his target for up to 2000 units from where he cast Bandage Toss, in case targets get out of the stun before he arrives.",1.0
Camille,Stats,Base attack speed increased to 0.644 from 0.625.,1.0
Cassiopeia,Twin Fang,Mana cost reduced to 40 / 45 / 50 / 55 / 60 from 40 / 50 / 60 / 70 / 80.,-1.0
Diana,Pale Cascade,Bug Fix: No longer deals more than double the damage when using  Lunar Rush at close range.,0.0
Dr. Mundo,Corporate Mundo,Bug Fix: Voice lines are no longer replaced by his base skin's.,0.0
Gnar,GNAR!,Cooldown reduced to 90 / 60 / 30 seconds from 120 / 100 / 80.,-1.0
Jayce,To the Skies!,Bug Fix: Range/cast indicator now appears correctly.,0.0
Jayce,Thundering Blow,Bug Fix: Range/cast indicator now appears correctly.,0.0
Karthus,General,Bug Fix: Can now dance.,0.0
Kayn,Shadow Step,New Effect:  Shadow Assassin form sets the cooldown to 8 seconds at all ranks.,-1.0
Kog'Maw,Battlecast Kog'Maw,Bug Fix: Fixed a bug where  Teemo's  Blinding Dart did not correctly display on this skin.,0.0
Lucian,Piercing Light,Bug Fix: Range/cast indicator now appears correctly.,0.0
Lulu,Pajama Guardian Lulu,Bug Fix: Right wing is no longer pointing in a different direction during her Homeguard animation.,0.0
Master Yi,Highlander,"New Effect: While active, Master Yi is now  ghosted.",1.0
Miss Fortune,Double Up,Bug Fix: Range/cast indicator now appears correctly.,0.0
Orianna,Command Protect,Bug Fix: Range/cast indicator now appears correctly.,0.0
Poppy,Heroic Charge,Bug Fix: Range/cast indicator now appears correctly.,0.0
Renekton,Stats,Base health increased to 575 from 572.16.,1.0
Renekton,Stats,Attack speed growth increased to 2.75% from 2.65%.,1.0
Renekton,Stats,Base armor increased to 4 from 3.8.,1.0
Renekton,Cull the Meek,Base healing against champions increased to 12 / 18 / 24 / 30 / 36 from 9 / 13.5 / 18 / 22.5 / 27.,1.0
Renekton,Cull the Meek,Base fury-enhanced champion healing increased to 36 / 54 / 72 / 90 / 108 from 27 / 40.5 / 54 / 67.5 / 81.,1.0
Renekton,Cull the Meek,Fury-enhanced healing cap increased to 200 / 300 / 400 / 500 / 600 from 150 / 225 / 300 / 375 / 450.,1.0
Renekton,Cull the Meek,Healing against champions AD ratio increased to 16% bonus AD from 12%,1.0
Renekton,Cull the Meek,Fury-enhanced champion healing AD ratio increased to 48% bonus AD from 36%.,1.0
Ryze,Spell Flux,Bug Fix: Range/cast indicator now appears correctly.,0.0
Sejuani,Winter's Wrath,First hit health ratio increased to 2% of her maximum health from 1.5%.,1.0
Sejuani,Winter's Wrath,Second hit health ratio increased to 6% of her maximum health from 4.5%.,1.0
Singed,Stats,Base health regeneration increased to 9.5 from 8.,1.0
Singed,Mega Adhesive,Slow strength increased to 60% from 40%.,1.0
Singed,Fling,Mana cost reduced to 60 / 70 / 80 / 90 / 100 to 80 / 95 / 110 / 125 / 140.,-1.0
Teemo,Blinding Dart,Bug Fix: Fixed a bug where the blind did not correctly display on  Battlecast Kog'Maw.,0.0
Trundle,Chomp,Base damage increased to 20 / 40 / 60 / 80 / 100 from 20 / 35 / 50 / 65 / 80.,1.0
