,champion,about,text,impact
2003,Viego,Blade of the Ruined King (Q),Cooldown: 5 / 4.5 / 4 / 3.5 / 3 seconds.,-1.0
2006,Viego,Blade of the Ruined King (Q),Cast Time: 0.35 seconds.,-1.0
2007,Viego,Spectral Maw (W),Active: Viego  charges while being  slowed by 15% for up to 3 seconds to increase Spectral Maw's mist missile range and  stun duration over the first second of the channel. Spectral Maw can be recast at any time within its duration.,1.0
2008,Viego,Spectral Maw (W),"If the charge completes without reactivation, Spectral Maw is canceled and goes on full cooldown.",-1.0
2009,Viego,Spectral Maw (W),"Recast: Viego hurls a blast of mist in the target direction and  dashes a fixed distance in the same direction, though not through terrain. The mist deals 80 / 135 / 190 / 245 / 300 (+100% AP) magic damage to the first enemy struck and  stuns them for 0.25 - 1.25 (based on channel time) seconds.",1.0
2010,Viego,Spectral Maw (W),"If the charge is  interrupted, Spectral Maw resumes a reduced 3-second static cooldown.",-1.0
2011,Viego,Spectral Maw (W),Spectral Maw  resets Viego's basic attack timer.,1.0
2012,Viego,Spectral Maw (W),Cooldown: 8 seconds.,-1.0
2016,Viego,Spectral Maw (W),Cast Time: None.,-1.0
2018,Viego,Harrowed Path (E),"While inside the mist, Viego gains 30 / 35 / 40 / 45 / 50% bonus attack speed and, if he is not attacking or casting, he becomes  camouflaged and gains 20 / 22.5 / 25 / 27.5 / 30% (+4% per 100 AP) bonus movement speed.",1.0
2019,Viego,Harrowed Path (E),"Declaring a basic attack or casting an ability will break the camouflage and remove the bonus movement speed, preventing Viego from gaining them again for 0.6 seconds, refreshing upon further attacks and ability casts.",1.0
2020,Viego,Harrowed Path (E),Harrowed Path can be cast during any of Viego's abilities.,1.0
2021,Viego,Harrowed Path (E),Cooldown: 14 / 12 / 10 / 8 / 6 seconds.,-1.0
2022,Viego,Harrowed Path (E),Detection Radius: 400.,1.0
2023,Viego,Harrowed Path (E),Cast Time: None.,-1.0
2024,Viego,Heartbreaker (R),"Active: Viego discards his current  possession if he has one and gains  displacement immunity over the cast time, then  blinks to the target location.",-1.0
2025,Viego,Heartbreaker (R),"Upon arrival, Viego creates a blast that deals 120% AD physical damage to all nearby enemies, increased by 0% - 75% (based on critical strike chance), and  knocks back all but one up-to 400 units away based on proximity.",1.0
2026,Viego,Heartbreaker (R),"The most wounded enemy champion, alternatively the closest one, is not knocked back and instead takes the blow from Viego's blade, which deals 15 / 20 / 25% (+3% per 100 bonus AD) of the target's missing health bonus physical damage,  slows them by 99% for 0.5 seconds, and applies  on-hit effects at 100% effectiveness.",1.0
2027,Viego,Heartbreaker (R),"If a  possession is discarded, Heartbreaker will be placed on a 1.5-second cooldown if it is not already on cooldown.",-1.0
2028,Viego,Heartbreaker (R),Cooldown: 120 / 100 / 80 seconds.,-1.0
2031,Viego,Heartbreaker (R),Cast Time: 0.5 seconds.,-1.0
2032,Zoe,Spell Thief,"New Effect: Spell shards can now drop the actives for  Goredrinker,  Locket of the Iron Solari,  Prowler's Claw,  Randuin's Omen,  Shurelya's Battlesong,  Stridebreaker,  Turbo Chemtank, and  Youmuu's Ghostblade.",1.0
2033,Zoe,Spell Thief,Removed: Spell shards no longer drop the active for  Redemption.,1.0
2034,Zoe,Spell Thief,"Bug Fix: Casting Spell Thief with a shard of an item in her inventory no longer causes that actual item to go on cooldown. Additionally, using an item with a damaging passive right after using its shard no longer causes the second instance to deal 0 damage.",0.0
2035,Zyra,General,Bug Fix:  Horizon Focus' Hypershot no longer resets when she triggers it and applies  Scorch.,0.0
2036,Karthus,Lay Waste,Bug Fix: Fixed a bug where he wasn't able to buffer cast while on cooldown.,0.0
2037,Kog'Maw,Caustic Spittle,Bug Fix: No longer permanently loses bonus attack speed after dying.,0.0
2038,Rengar,Savagery,Bug Fix: Fixed a bug where he wasn't gaining bonus attack speed from the empowered cast.,0.0
2039,Viego,Sovereign's Domination,Bug Fix: Fixed a bug where possessing  Battle Queen Katarina would make her daggers invisible.,0.0
2040,Aatrox,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2041,Ahri,Stats,Base attack damage reduced to 53 from 53.04.,1.0
2042,Ahri,Stats,Base armor increased to 21 from 20.88.,1.0
2043,Akali,Stats,Base attack damage reduced to 62 from 62.4.,1.0
2044,Alistar,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2045,Amumu,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2046,Amumu,Stats,Base attack damage reduced to 53 from 53.38.,1.0
2047,Amumu,Stats,Base health reduced to 613 from 615.,1.0
2048,Anivia,Stats,Base attack damage reduced to 51 from 51.376.,1.0
2049,Anivia,Stats,Base armor reduced to 21 from 21.22.,1.0
2050,Annie,Stats,Base attack damage reduced to 50 from 50.41.,1.0
2051,Annie,Stats,Attack damage growth increased to 2.63 from 2.625.,1.0
2052,Annie,Stats,Base armor reduced to 19 from 19.22.,1.0
2053,Aphelios,Phase,Bug Fix: No longer consumes charges of  Tear of the Goddess when he swaps his weapons.,0.0
2054,Azir,Stats,Base armor reduced to 19 from 19.04.,1.0
2055,Blitzcrank,Stats,Base health increased to 583 from 582.6.,1.0
2056,Blitzcrank,Stats,Base attack damage increased to 62 from 61.54.,1.0
2057,Blitzcrank,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2058,Brand,Stats,Base health increased to 520 from 519.68.,1.0
2059,Brand,Stats,Base attack damage reduced to 57 from 57.04.,1.0
2060,Brand,Stats,Base armor increased to 22 from 21.88.,1.0
2061,Brand,Conflagration,Bug Fix: Now properly cancels when the target dies during the cast time.,0.0
2062,Braum,Stats,Base attack damage reduced to 55 from 55.376.,1.0
2063,Braum,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2064,Camille,Stats,Base health increased to 576 from 575.6.,1.0
2065,Camille,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2066,Cho'Gath,Stats,Base health reduced to 574 from 574.4.,1.0
2067,Cho'Gath,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2068,Darius,Stats,Base health reduced to 582 from 582.24.,1.0
2069,Darius,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2070,Diana,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2071,Dr. Mundo,Stats,Base health increased to 583 from 582.52.,1.0
2072,Dr. Mundo,Stats,Base attack damage reduced to 61 from 61.27.,1.0
2073,Dr. Mundo,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2074,Evelynn,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2075,Ezreal,Mystic Shot,Bug Fix: Now properly triggers  Muramana's Shock only once.,0.0
2076,Fiddlesticks,Stats,Attack damage growth increased to 2.63 from 2.625.,1.0
2077,Fiddlesticks,Bountiful Harvest,Cooldown increased to 10 / 9.5 / 9 / 8.5 / 8 seconds from 9 / 8.5 / 8 / 7.5 / 7.,-1.0
2078,Fiora,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2079,Fizz,Stats,Base attack damage reduced to 58 from 58.04.,1.0
2080,Fizz,Stats,Base armor reduced to 22 from 22.412.,1.0
2081,Fizz,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2082,Gangplank,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2083,Garen,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2084,Gnar,Boulder Toss,Base damage increased to 25 / 70 / 115 / 160 / 205 from 5 / 45 / 85 / 125 / 165.,1.0
2085,Gnar,Boulder Toss,Slow increased to 30 / 35 / 40 / 45 / 50% from 15 / 20 / 25 / 30 / 35%.,1.0
2086,Gnar,Hyper,Bug Fix: Basic attacks properly apply stacks when his Rage bar is full.,0.0
2087,Gnar,Hop,Bonus attack speed duration increased to 6 seconds from 4.,1.0
2088,Gnar,Crunch,Dash range increased to 675 units from 600.,1.0
2089,Gragas,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2090,Hecarim,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2091,Heimerdinger,Stats,Base attack damage increased to 56 from 55.536.,1.0
2092,Heimerdinger,Stats,Base armor reduced to 19 from 19.04.,1.0
2093,Illaoi,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2094,Illaoi,Stats,Base health increased to 586 from 585.6.,1.0
2095,Ivern,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2096,Jarvan IV,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2097,Jax,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2098,Jax,Stats,Base health increased to 593 from 592.8.,1.0
2099,Jax,Stats,Attack damage growth increased to 3.38 from 3.375.,1.0
2100,Karma,Stats,Base attack damage increased to 54 from 53.544.,1.0
2101,Karma,Inspire,Base shield increased to 80 / 120 / 160 / 200 / 240 from 80 / 110 / 140 / 170 / 200.,1.0
2102,Karthus,Stats,Base attack damage increased to 46 from 45.66.,1.0
2103,Kassadin,Stats,Base attack damage increased to 59 from 58.852.,1.0
2104,Katarina,Stats,Base armor increased to 28 from 27.88.,1.0
2105,Katarina,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2106,Kayle,Starfire Spellblade,Bug Fix: No longer consumes charges of  Tear of the Goddess twice.,0.0
2107,Kayn,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2108,Kha'Zix,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2109,Kha'Zix,Stats,Base health increased to 573 from 572.8.,1.0
2110,LeBlanc,Stats,Base attack damage increased to 55 from 54.88.,1.0
2111,LeBlanc,Stats,Base armor increased to 22 from 21.88.,1.0
2112,Lee Sin,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2113,Leona,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2114,Leona,Stats,Base health reduced to 576 from 576.16.,1.0
2115,Leona,Stats,Base attack damage reduced to 60 from 60.04.,1.0
2116,Lillia,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2117,Lux,Stats,Base armor increased to 19 from 18.72.,1.0
2118,Lux,Stats,Base attack damage increased to 54 from 53.54.,1.0
2119,Malphite,Stats,Base health reduced to 574 from 575.,1.0
2120,Malphite,Stats,Base attack damage increased to 62 from 61.97.,1.0
2121,Maokai,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2122,Maokai,Stats,Base attack damage increased to 64 from 63.54.,1.0
2123,Master Yi,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2124,Master Yi,Stats,Base health increased to 599 from 598.56.,1.0
2125,Master Yi,Alpha Strike,Cooldown increased to 18 / 17.5 / 17 / 16.5 / 16 seconds from 18 / 17 / 16 / 15 / 14.,-1.0
2126,Morgana,Tormented Shadow,Bug Fix: Now properly deals additional damage to small jungle monsters.,0.0
2127,Nami,Stats,Base attack damage reduced to 51 from 51.208.,1.0
2128,Nasus,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2129,Nasus,Stats,Base health reduced to 561 from 561.2.,1.0
2130,Nautilus,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2131,Nautilus,Stats,Base health reduced to 576 from 576.48.,1.0
2132,Nocturne,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2133,Nunu & Willump,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2134,Olaf,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2135,Olaf,Stats,Base health reduced to 597 from 597.24.,1.0
2136,Orianna,Stats,Base attack damage reduced to 40 from 40.368.,1.0
2137,Orianna,Stats,Base armor reduced to 17 from 17.04.,1.0
2138,Ornn,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2139,Ornn,Call of the Forge God,Bug Fix: No longer goes on full cooldown if he dies before the elemental ram appears.,0.0
2140,Pantheon,Stats,Base health regeneration reduced to 9 from 10.,1.0
2141,Pantheon,Shield Vault, Empowered AD ratio reduced to 120% - 165% (based on level) AD from 135% - 165% (based on level) AD.,1.0
2142,Qiyana,Stats,Base health regeneration increased to 9 from 8.5.,1.0
2143,Qiyana,Stats,Health regeneration growth increased to 0.9 from 0.65.,1.0
2144,Qiyana,Stats,Base attack damage increased to 66 from 64.,1.0
2145,Qiyana,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2146,Quinn,Stats,Base health increased to 533 from 532.8.,1.0
2147,Rakan,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2148,Rammus,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2149,Rammus,Stats,Base health reduced to 564 from 564.48.,1.0
2150,Rammus,Stats,Base attack damage increased to 56 from 55.88.,1.0
2151,Rek'Sai,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2152,Rell,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2153,Renekton,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2154,Rengar,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2155,Riven,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2156,Rumble,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2157,Ryze,Overload,Mana cost reduced to 40 / 38 / 36 / 34 / 32 from 40 at all ranks.,-1.0
2158,Sejuani,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2159,Shaco,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2160,Shen,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2161,Shyvana,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2162,Singed,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2163,Singed,Stats,Attack damage growth increased to 3.38 from 3.375.,1.0
2164,Sion,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2165,Skarner,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2166,Skarner,Stats,Base health reduced to 601 from 601.28.,1.0
2167,Swain,Stats,Base armor increased to 23 from 22.72.,1.0
2168,Syndra,Stats,Base attack damage increased to 54 from 53.872.,1.0
2169,Syndra,Stats,Base armor increased to 25 from 24.712.,1.0
2170,Tahm Kench,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2171,Talon,Noxian Diplomacy,Bug Fix: Now properly grants a mana charge when equipped with  Tear of the Goddess.,0.0
2172,Taric,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2173,Taric,General,"Bug Fix: With  Moonstone Renewer, now properly heals ally champions only once per attack or ability cast in combat.",0.0
2174,Teemo,Stats,Base armor reduced to 24 from 24.3.,1.0
2175,Thresh,Stats,Base health increased to 561 from 560.52.,1.0
2176,Trundle,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2177,Tryndamere,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2178,Tryndamere,Stats,Base health increased to 626 from 625.64.,1.0
2179,Udyr,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2180,Urgot,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2181,Vel'Koz,Stats,Base attack damage increased to 55 from 54.83787.,1.0
2182,Vel'Koz,Stats,Base armor increased to 22 from 21.88.,1.0
2183,Vi,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2184,Warwick,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2185,Xayah,Bladecaller,Cooldown reduced to 10 / 9.5 / 9 / 8.5 / 8 seconds from 12 / 11 / 10 / 9 / 8.,-1.0
2186,Xayah,Bladecaller,Mana cost reduced to 30 from 40.,-1.0
2187,Xerath,Stats,Base attack damage increased to 55 from 54.7.,1.0
2188,Xerath,Stats,Base armor increased to 22 from 21.88.,1.0
2189,Xin Zhao,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2190,Yasuo,Stats,Attack damage growth reduced to 2.2 from 3.2.,1.0
2191,Yasuo,Way of the Wanderer,Bonus critical strike chance increased to 150% from 100%.,1.0
2192,Yasuo,Way of the Wanderer,Bonus attack damage per excess critical strike chance reduced to 0.4 bonus attack damage from 0.5.,1.0
2193,Yone,Stats,Attack damage growth reduced to 2 from 3.,1.0
2194,Yone,Way of the Hunter,Bonus critical strike chance increased to 150% from 100%.,1.0
2195,Yone,Way of the Hunter,Bonus attack damage per excess critical strike chance reduced to 0.4 bonus attack damage from 0.5.,1.0
2196,Zed,Stats,Base magic resistance reduced to 32 from 32.1.,1.0
2197,Ziggs,Stats,Base attack damage reduced to 54 from 54.208.,1.0
2198,Ziggs,Stats,Base armor increased to 22 from 21.544.,1.0
2199,Zilean,Stats,Base attack damage increased to 52 from 51.64.,1.0
2200,Zoe,Stats,Base armor increased to 21 from 20.8.,1.0
2201,Zoe,Sleepy Trouble Bubble,Bug Fix: Now properly activates  Imperial Mandate's Coordinated Fire.,0.0
2202,Zyra,Stats,Base attack damage reduced to 53 from 53.376.,1.0
2203,Graves,Stats,Base attack damage reduced to 66 from 68.,1.0
2204,Ivern,Rootcaller,Cooldown increased to 14 / 13 / 12 / 11 / 10 seconds from 12 / 11 / 10 / 9 / 8.,-1.0
2205,Ivern,Triggerseed,Shield AP ratio reduced to 80% AP from 90% AP.,1.0
2206,Malphite,Thunderclap,On-hit armor ratio reduced to 10% armor from 15% armor.,1.0
2207,Malphite,Ground Slam,Armor ratio reduced to 30% armor from 40% armor.,1.0
2208,Rell,Attract and Repel,Bug Fix: Bonded ally now properly keeps Attract and Repel's bonus stats even while the ability is on cooldown.,0.0
2209,Sivir,Stats,Base mana increased to 325 from 284.,1.0
2210,Sivir,Boomerang Blade,Bug Fix: Damage fall-off now appropriately resets on boomerang return.,0.0
2211,Sylas,Hijack,"Bug Fix: When he hijacks  Ekko's  Chronobreak, he is no longer able to use it twice immediately.",0.0
2212,Taliyah,Rock Surfing,Bonus movement speed reduced to 12% - 40% (based on level) from 20% - 45% (based on level).,1.0
2213,Varus,Piercing Arrow,Mana cost reduced to 65 / 70 / 75 / 80 / 85 from 70 / 75 / 80 / 85 / 90.,-1.0
2214,Varus,Piercing Arrow,Cooldown reduced to 16 / 14.5 / 13 / 11.5 / 10 seconds from 18 / 16 / 14 / 12 / 10.,-1.0
2215,Udyr,Monkey's Agility,Bug Fix: Fixed a bug where the summoner spell in his first slot would go on a 2 second cooldown every time he uses an ability.,0.0
2216,Ornn,Living Forge,Bug Fix: Fixed a bug where  Syzygy's passive would have no cooldown.,0.0
2217,Seraphine,High Note,Bug Fix: Can now properly stack  Tear of the Goddess mana charges with this ability.,0.0
2218,Anivia,Stats,Basic attack missile speed increased to 1600 from 1500.,1.0
2219,Anivia,Stats,Basic attack windup time reduced to 20% of the attack cooldown from 29.17%.,-1.0
